ADDRESSCOUNTRYCODE,ADDRESSSTATECODE,CITY,FACILITYADDRESSID,FACILITYADDRESSTYPE,FACILITYID,FACILITYSTREETADDRESS1,FACILITYSTREETADDRESS2,FACILITYSTREETADDRESS3,POSTALCODE
"USA","DC","Washington","20450573","","250005","Rock Creek Park, 3545 Williamsburg Lane NW","","","20008"
"USA","MD","Potomac","20450574","","251544","11710 MacArthur Blvd.","","","20854"
"USA","MD","Potomac","20450575","","251545","11710 MacArthur Blvd.","","","20854"
"USA","UT","Jensen","20450576","","234777","PO Box 128","","","84035"
"USA","CO","Fruita","20450577","","234778","1750 Rim Rock Drive","","","81521"
"USA","OR","Prineville","20450578","","234779","P.O. Box 739","","","97754"
"USA","OR","Sweet Home","20450579","","234780","4431 Highway 20","","","97386"
"USA","OR","Sweet Home","20450580","","234781","4431 Highway 20","","","97386"
"USA","TN","Celina","20450581","","234782","Resource Managers Office, Dale Hollow Lake, 540 Dale Hollow Dam Road","","","38551"
"USA","HI","Makawao","20450582","","234783","PO Box 369","","","96768"
"USA","WA","Leavenworth","20450583","","234784","4905 Icicle Road","","","98826"
"USA","WY","Pinedale","20450584","","234785","PO Box 220, 29 E. Fremont Lake Rd","","","82941"
"USA","CO","Mancos","20450585","","234786","San Juan National Forest","","","81328"
"USA","CO","Pagosa Springs","20450586","","234787","PO Box 1662","","","81147"
"USA","MT","Hungry Horse","20450587","","234788","10 Hungry Horse Drive","","","59919"
"USA","MT","Hungry Horse","20450588","","234789","10 Hungry Horse Drive","","","59919"
"USA","MI","Munising","20450589","","234790","231 E. Superior St.","","","49862"
"USA","MT","Hungry Horse","20450590","","234791","10 Hungry Horse Drive","","","59919"
"USA","CO","Idaho Springs","20450591","","234792","PO Box 3307","","","80452"
"USA","MT","Libby ","20450592","","234793","12557 Hwy 37","","","59923"
"USA","CO","WHITE RIVER","20450593","","234794","CAMP HALE MEMORIAL","","",""
"USA","CO","MEEKER","20450594","","234795","NORTH FORK CAMPGROUND,COUNTY RD 8 ","","","81641"
"USA","FL","Ochopee","20450595","","246890","52105 Tamiami Trail East","","","34141"
"USA","FL","Ochopee","20450596","","246892","52105 Tamiami Trail East","","","34141"
"USA","FL","Ochopee","20450597","","246894","52105 Tamiami Trl E","","","34141"
"USA","FL","Ochopee","20450598","","246895","52105 Tamiami Trail East","","","34141"
"USA","MD","Thurmont","20450599","","247762","6602 Foxville Rd","","","21788"
"USA","CO","Del Norte","20450600","","247595","Rio Grande National Forest, 13308 US Highway 160","","","81132"
"USA","CO","Del Norte","20450601","","247596","Rio Grande National Forest, 13308 US Highway 160","","","81132"
"USA","DC","","20450602","","250006","","","",""
"USA","VT","Townshend","20450603","","250011","3845 VT RTE 30","","","5353"
"USA","AR","Ben Lomand","20450604","","250013","3436 Hwy 317 South","","","71833"
"USA","DC","Washington","20450605","","250015","National Mall & Memorial Parks  900 Ohio Dr SW","","","20024-2000"
"USA","MD","Thurmont","20450606","","251264","6602 Foxville Road","","","21788"
"USA","MT","Trout Creek","20450607","","250012","2693 MT Hwy 200","","","59874"
"USA","AR","Mountain View","20450608","","250010","1001 East Main St","","","72560"
"USA","CO","Dinosaur","20450609","","250014","4545 Highway 40","","","81610"
"USA","CO","","20450610","","250987","","","",""
"USA","MT","White Sulphur Springs","20450611","","250004","204 W Folsom ST.","","","59645"
"USA","WV","Elk Garden","20450612","","250007","PO Box 247","","","26717"
"USA","NC","Wilkesboro","20450613","","250016","499 Reservoir Road","","","28697"
"USA","NC","Wilkesboro","20450614","","250018","499 Reservoir Road","","","28697"
"USA","NC","Boomer","20450615","","250008","7659 West NC Highway 268","","","28606"
"USA","ID","Dubois","20450616","","250038","PO Box 46","","","83423"
"USA","MT","","20450617","","250042","","","",""
"USA","MT","","20450618","","250021","","","",""
"USA","MT","","20450619","","250046","","","",""
"USA","MT","","20450620","","250028","","","",""
"USA","MT","West Yellowstone","20450621","","250035","PO Box 37","","","59758"
"USA","MT","West Yellowstone","20450622","","250044","PO Box 37","","","59758"
"USA","NC","Wilkesboro","20450623","","250020","4732 W. NC Highway 268","","","28697"
"USA","NC","Boomer","20450624","","250025","400 Boomer Road","","","28606"
"USA","CO","Gunnison","20450625","","250026","Cty Rd. 742, Taylor River Canyon ","","","81231"
"USA","WA","Trout Lake","20450626","","250032","Mount Adams Ranger District<br>2455 Highway 141","","","98650"
"USA","ID","Emmett","20450627","","250047","","","",""
"USA","ID","McCall","20450628","","250043","102 W. Lake Street","","","83638"
"USA","WY","Buffalo","20450629","","250041","Powder River Ranger District, 1415 Fort Street","","","82834"
"USA","ID","McCall","20450630","","250022","102 W. Lake Street","","","83638"
"USA","UT","Manila","20450631","","250036","P.O. BOX 279","","","84046"
"USA","AZ","Douglas","20450632","","250019","1192 W. Saddle View Road","","","85607"
"USA","AZ","Tucson","20450633","","250033","5700 N. Sabino Canyon Road","","","85750"
"USA","DC","","20450634","","250029","","","",""
"USA","TN","Benton","20450635","","250024","3171 Highway 64 East","","","37307"
"USA","TN","Benton","20450636","","250034","3171 Highway 64 East","","","37307"
"USA","UT","Ferron","20450637","","250037","115 West Canyon Road, P.O. Box 310","","","84523"
"USA","UT","Ferron","20450638","","250039","115 West Canyon Road, P.O. Box 310","","","84523"
"USA","AZ","Douglas","20450639","","250027","1192 W. Saddle View Road","","","85607"
"USA","VA","Norton","20450640","","250023","1700 Park Avenue SW","","","24273"
"USA","MI","Manistee","20450641","","250045","P.O. Box 69","","","49660"
"USA","VA","Norton","20450642","","250030","1700 Park Avenue SW","","","24273"
"USA","AZ","Forest Lakes","20450643","","250040","P.O. Box 1535","","","85931"
"USA","NM","Cuba","20450644","","251437","PO Box 130 ","","","87013"
"USA","NM","Cuba","20450645","","251358","PO Box 130 ","","","87013"
"USA","AK","Juneau","20450646","","251356","Juneau Ranger District, 8510 Mendenhall Loop Road","","","99801"
"USA","WA","Quinault","20450647","","251365","353 South Shore Road PO box 9","","","98575"
"USA","OR","Glide","20450648","","251364","18782 N. Umpqua Hwy.","","","97443"
"USA","OR","Glide","20450649","","251357","18782 North Umpqua Highway","","","97443"
"USA","AZ","Roosevelt","20450650","","266136","28079 N. AZ Hwy 188","","","85545"
"USA","OR","Idleyld Park","20450651","","251360","2020 Toketee Ranger Station Road","","","97447"
"USA","WI","Lakewood","20450652","","251274","15085 State Highhway 32","","","54138"
"USA","OR","Hood River","20450653","","251434","PO Box 90","","","97031"
"USA","CA","K.C.N.P.","20450654","","251363","PO Box 846","","","93633"
"USA","WA","Naches","20450655","","251362","1900 RD Little Naches","","","98937"
"USA","IA","Pella","20450656","","251275","1672 HWY G28","","","50219"
"USA","NM","Hyrum","20450657","","251359","745 E 200 S","","","84319"
"USA","NM","Hyrum","20450658","","251436","745 E. 200 S.","","","84319"
"USA","IA","Knoxville","20450659","","251265","1105 North Hwy T15","","","50138"
"USA","IA","Knoxville","20450660","","251366","1007 Hwy T15","","","50138"
"USA","AZ","Roosevelt","20450661","","266135","28079 N. AZ HWY 188","","","85545"
"USA","MT","West Yellowstone","20450662","","251367","P.O.Box 37","","","59758"
"USA","OR","Coburg","20450663","","251433","PO BOX 8516","","","97408"
"USA","OR","Coburg","20450664","","251449","PO BOX 8516","","","97408"
"USA","OR","Cobourg","20450665","","251722","P.O. Box 8516","","","97408"
"USA","OR","Coburg","20450666","","251581","P.O. Box 8516","","","97408"
"USA","OR","Coburg","20450667","","251448","PO BOX 8516","","","97408"
"USA","OR","Coburg","20450668","","251580","PO Box 8516","","","97408"
"USA","OR","Coburg","20450669","","251537","PO BOX 8516","","","97408"
